WKT,name,description
"POLYGON ((106.816112 -6.3051186, 106.81634 -6.3061637, 106.8169542 -6.3070381, 106.816702 -6.3078485, 106.8160958 -6.3080511, 106.8158222 -6.3086803, 106.8157632 -6.3098213, 106.8162085 -6.3105358, 106.8169756 -6.3105251, 106.8176005 -6.3102852, 106.8177105 -6.3107277, 106.8176354 -6.3149399, 106.8163909 -6.3150786, 106.8163909 -6.316081, 106.817323 -6.3162296, 106.8182336 -6.316229, 106.8189618 -6.3166655, 106.8191321 -6.31723, 106.8210794 -6.3175259, 106.8236892 -6.3173326, 106.8237656 -6.3177425, 106.8246896 -6.3177578, 106.8250169 -6.3165181, 106.8251698 -6.3153078, 106.8253656 -6.3138309, 106.825725 -6.3112823, 106.8265403 -6.3113036, 106.8268837 -6.3100346, 106.826948 -6.3087017, 106.8257733 -6.3086057, 106.8246199 -6.3085097, 106.8245877 -6.3074593, 106.8246092 -6.3063875, 106.8229569 -6.3064009, 106.8225922 -6.3066808, 106.8218197 -6.3066435, 106.8206502 -6.3065689, 106.820425 -6.3057584, 106.8185581 -6.3053638, 106.8167986 -6.3051292, 106.816112 -6.3051186))",Kebun Binatang Ragunan,
