WKT,name,description
"POLYGON ((106.8510079 -6.2345683, 106.8515732 -6.2348976, 106.8520928 -6.2352029, 106.8525106 -6.2355535, 106.8527031 -6.2360321, 106.8527084 -6.2364014, 106.8526172 -6.2367654, 106.8523142 -6.2375946, 106.8517241 -6.2399009, 106.852746 -6.2421113, 106.8539289 -6.2420287, 106.8534742 -6.241586, 106.8531108 -6.2409941, 106.852978 -6.2404022, 106.8529445 -6.2397916, 106.8529619 -6.2393623, 106.8531081 -6.2387891, 106.8535051 -6.2375279, 106.8535694 -6.2369187, 106.8535802 -6.2362454, 106.8534662 -6.2355215, 106.853277 -6.2347229, 106.8531212 -6.2347686, 106.8528338 -6.2348062, 106.8527634 -6.2342523, 106.8525529 -6.2335178, 106.8520004 -6.2335084, 106.8513486 -6.2335124, 106.8512789 -6.2330485, 106.8509409 -6.2328379, 106.8508014 -6.2330872, 106.8507156 -6.2333578, 106.8506861 -6.2336418, 106.8506942 -6.2339311, 106.8508349 -6.2343697, 106.8510079 -6.2345683))",Tebet Ecopark,
