WKT,name,description
"POLYGON ((106.7981853 -6.2147216, 106.7983154 -6.2162495, 106.798365 -6.2176974, 106.7982966 -6.2192066, 106.7983188 -6.2199532, 106.7983731 -6.2206625, 106.7998429 -6.2212558, 106.801404 -6.221881, 106.8030964 -6.2225716, 106.8036088 -6.2232729, 106.8048211 -6.2247634, 106.8057518 -6.2240355, 106.8067309 -6.2233715, 106.807785 -6.2227423, 106.8087908 -6.222049, 106.8082972 -6.2213291, 106.808316 -6.2157989, 106.8076106 -6.2157802, 106.8069454 -6.2157402, 106.80613 -6.2156336, 106.8061542 -6.2127912, 106.8048882 -6.2129992, 106.8035578 -6.2133191, 106.8007656 -6.2140337, 106.7983811 -6.214607, 106.7981853 -6.2147216))",Gelora Bung Karno,
