WKT,name,description
"POLYGON ((106.7601193 -6.3600385, 106.7471593 -6.3627464, 106.746902 -6.3840499, 106.7383183 -6.4147144, 106.7384669 -6.4350792, 106.7485722 -6.4386418, 106.8029454 -6.4483237, 106.8850888 -6.4600031, 106.8957318 -6.4378284, 106.8960751 -6.3869933, 106.7965115 -6.367545, 106.7601193 -6.3600385))",KOTA ADMINISTRASI DEPOK,
